Node_ID,Node_Type,Link_Type,E_Consumed_J,E_Harvested_J,Net_Energy_J,Life_Days,Can_Listen_AP,AP_Can_Listen
301,PV,RF,3.0693325245724523,37.327069874929016,34.257737350356564,inf,True,True
302,PV,RF,3.077216866140944,40.60345417380503,37.52623730766408,inf,True,True
303,PV,RF,3.0843900941746587,43.70899704962539,40.62460695545073,inf,True,True
304,PV,RF,3.0908255983126125,46.59963733128357,43.508811732970955,inf,True,True
305,PV,RF,3.0965399407252416,49.25183432839356,46.15529438766831,inf,True,True
306,PV,RF,3.1015576429060085,51.64897606658192,48.547418423675914,inf,True,True
307,PV,RF,3.1059085783163924,53.780665739678106,50.67475716136171,inf,True,True
308,PV,RF,3.109626552779873,55.64226487369842,52.53263832091855,inf,True,True
309,PV,RF,3.112746881396667,57.23369411217837,54.1209472307817,inf,True,True
310,PV,RF,3.115307208040746,58.55969070342773,55.44438349538698,inf,True,True
311,PV,RF,3.117347635934477,59.6296547373996,56.51230710146512,inf,True,True
312,PV,RF,3.1189073856935017,60.45556753738849,57.336660151694986,inf,True,True
313,PV,RF,3.120024990326284,61.05166515290297,57.931640162576684,inf,True,True
314,PV,RF,3.1207400095769264,61.43493504937473,58.3141950397978,inf,True,True
315,PV,RF,3.1210896439331792,61.622890661289745,58.50180101735656,inf,True,True
316,PV,RF,3.1211085590650445,61.63306918662186,58.51196062755682,inf,True,True
317,PV,RF,3.120831593043058,61.48413380332743,58.363302210284374,inf,True,True
318,PV,RF,3.120290995331948,61.19407748548086,58.07378649014891,inf,True,True
319,PV,RF,3.119515769457114,60.77961365988245,57.660097890425334,inf,True,True
320,PV,RF,3.118534468321338,60.25746647630527,57.13893200798393,inf,True,True
321,PV,RF,3.1173736725807624,59.643384381433876,56.526010708853114,inf,True,True
322,PV,RF,3.116056665554136,58.95132099642814,55.835264330874004,inf,True,True
323,PV,RF,3.114605718377956,58.1945614236846,55.07995570530664,inf,True,True
324,PV,RF,3.1130421020845875,57.38565531864815,54.27261321656356,inf,True,True
325,PV,RF,3.1113840587334733,56.53532981562343,53.42394575688996,inf,True,True
326,PV,RF,3.1096483204421808,55.65327425475016,52.543625934307975,inf,True,True
327,PV,RF,3.1078515711952437,54.74887193522418,51.64102036402894,inf,True,True
328,PV,RF,3.106007892510552,53.82990918650939,50.723901293998836,inf,True,True
329,PV,RF,3.104129493722602,52.90298251167052,49.79885301794792,inf,True,True
330,PV,RF,3.1022291950449357,51.97474389262866,48.872514697583725,inf,True,True
331,PV,RF,3.10031775989852,51.05059944062715,47.95028168072863,inf,True,True
332,PV,RF,3.0984039309039266,50.13477860002882,47.03637466912489,inf,True,True
333,PV,RF,3.0964972445465406,49.23171344514649,46.13521620059995,inf,True,True
334,PV,RF,3.0946058774427696,48.34501993692235,45.25041405947958,inf,True,True
335,PV,RF,3.0927360209063135,47.47724818077656,44.38451215987025,inf,True,True
336,PV,RF,3.0908943986214963,46.63108616994714,43.540191771325645,inf,True,True
337,PV,RF,3.0890871843244545,45.80886402874656,42.71977684442211,inf,True,True
338,PV,RF,3.0873186897127116,45.011984849665396,41.924666159952686,inf,True,True
339,PV,RF,3.0855932518154656,44.241809244770366,41.1562159929549,inf,True,True
340,PV,RF,3.0839154424052504,43.49975203736781,40.41583659496256,inf,True,True
